"","name.cell_line","name.virus","code","genome_coverage"
"354","HS895T","Human endogenous retrovirus K113 complete genome","NC_022518.1",71.22
"355","OKAJIMA","Human endogenous retrovirus K113 complete genome","NC_022518.1",62.278
"356","DMS454","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.52
"357","JJN3","Human endogenous retrovirus K113 complete genome","NC_022518.1",37.88
"358","NCIH1563","Human endogenous retrovirus K113 complete genome","NC_022518.1",39.337
"359","KCL22","Human endogenous retrovirus K113 complete genome","NC_022518.1",79.35
"360","SUM1315M02","Human endogenous retrovirus K113 complete genome","NC_022518.1",74.377
"361","NCIH1869","Human endogenous retrovirus K113 complete genome","NC_022518.1",63.123
"362","SKNAS","Human endogenous retrovirus K113 complete genome","NC_022518.1",72.435
"363","MM1S","Human endogenous retrovirus K113 complete genome","NC_022518.1",36.835
"364","WSUFSCCL","Human endogenous retrovirus K113 complete genome","NC_022518.1",35.452
"365","MX1","Human endogenous retrovirus K113 complete genome","NC_022518.1",72.973
"366","NCIH1105","Human endogenous retrovirus K113 complete genome","NC_022518.1",65.709
"367","AMO1","Human endogenous retrovirus K113 complete genome","NC_022518.1",36.603
"368","HUH1","Human endogenous retrovirus K113 complete genome","NC_022518.1",48.205
"369","U2932","Human endogenous retrovirus K113 complete genome","NC_022518.1",39.01
"370","HCC2302","Human endogenous retrovirus K113 complete genome","NC_022518.1",63.672
"371","NCIH2795","Human endogenous retrovirus K113 complete genome","NC_022518.1",60.272
"372","MDST8","Human endogenous retrovirus K113 complete genome","NC_022518.1",39.96
"373","RAJI","Human endogenous retrovirus K113 complete genome","NC_022518.1",25.528
"374","HS819T","Human endogenous retrovirus K113 complete genome","NC_022518.1",32.105
"375","MT3","Human endogenous retrovirus K113 complete genome","NC_022518.1",34.354
"376","HS683","Human endogenous retrovirus K113 complete genome","NC_022518.1",77.703
"377","HCC1569","Human endogenous retrovirus K113 complete genome","NC_022518.1",52.946
"378","LI7","Human endogenous retrovirus K113 complete genome","NC_022518.1",34.533
"379","HCC78","Human endogenous retrovirus K113 complete genome","NC_022518.1",90.646
"380","HEC59","Human endogenous retrovirus K113 complete genome","NC_022518.1",49.926
"381","SNU520","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.425
"382","G44","Human endogenous retrovirus K113 complete genome","NC_022518.1",69.996
"383","L540","Human endogenous retrovirus K113 complete genome","NC_022518.1",64.084
"384","A101D","Human endogenous retrovirus K113 complete genome","NC_022518.1",96.252
"385","NCIH1581","Human endogenous retrovirus K113 complete genome","NC_022518.1",28.104
"386","UCSD242L","Human endogenous retrovirus K113 complete genome","NC_022518.1",81.25
"387","SIHA","Human endogenous retrovirus K113 complete genome","NC_022518.1",63.704
"388","EHEB","Human endogenous retrovirus K113 complete genome","NC_022518.1",79.635
"389","MHHES1","Human endogenous retrovirus K113 complete genome","NC_022518.1",27.08
"390","HS766T","Human endogenous retrovirus K113 complete genome","NC_022518.1",93.687
"391","253J","Human endogenous retrovirus K113 complete genome","NC_022518.1",66.997
"392","ISHIKAWAHERAKLIO02ER","Human endogenous retrovirus K113 complete genome","NC_022518.1",36.898
"393","PANC0213","Human endogenous retrovirus K113 complete genome","NC_022518.1",73.089
"394","PANC0327","Human endogenous retrovirus K113 complete genome","NC_022518.1",67.314
"395","LS1034","Human endogenous retrovirus K113 complete genome","NC_022518.1",79.075
"396","HCC364","Human endogenous retrovirus K113 complete genome","NC_022518.1",78.136
"397","NCIH526","Human endogenous retrovirus K113 complete genome","NC_022518.1",37.025
"398","RERFLCSQ1","Human endogenous retrovirus K113 complete genome","NC_022518.1",68.782
"399","SNB75","Human endogenous retrovirus K113 complete genome","NC_022518.1",83.604
"400","RCK8","Human endogenous retrovirus K113 complete genome","NC_022518.1",21.453
"401","SC1","Human endogenous retrovirus K113 complete genome","NC_022518.1",17.884
"402","OCILY10","Human endogenous retrovirus K113 complete genome","NC_022518.1",25.116
"403","NCIH2196","Human endogenous retrovirus K113 complete genome","NC_022518.1",60.325
"404","MOLM6","Human endogenous retrovirus K113 complete genome","NC_022518.1",40.709
"405","EFO27","Human endogenous retrovirus K113 complete genome","NC_022518.1",23.353
"406","SKM1","Human endogenous retrovirus K113 complete genome","NC_022518.1",50.19
"407","PANC0504","Human endogenous retrovirus K113 complete genome","NC_022518.1",81.482
"408","JURKAT","Human endogenous retrovirus K113 complete genome","NC_022518.1",65.382
"409","SNU478","Human endogenous retrovirus K113 complete genome","NC_022518.1",41.29
"410","HCC1599","Human endogenous retrovirus K113 complete genome","NC_022518.1",97.329
"411","SW1353","Human endogenous retrovirus K113 complete genome","NC_022518.1",69.278
"412","HS294T","Human endogenous retrovirus K113 complete genome","NC_022518.1",55.902
"413","SUDHL16","Human endogenous retrovirus K113 complete genome","NC_022518.1",12.943
"414","LNCAP","Human endogenous retrovirus K113 complete genome","NC_022518.1",32.675
"415","C2BBE1","Human endogenous retrovirus K113 complete genome","NC_022518.1",47.023
"416","KNS81","Human endogenous retrovirus K113 complete genome","NC_022518.1",86.888
"417","SJCRH30","Human endogenous retrovirus K113 complete genome","NC_022518.1",34.048
"418","T173","Human endogenous retrovirus K113 complete genome","NC_022518.1",32.475
"419","KASUMI6","Human endogenous retrovirus K113 complete genome","NC_022518.1",52.893
"420","CAPAN1","Human endogenous retrovirus K113 complete genome","NC_022518.1",79.117
"421","AU565","Human endogenous retrovirus K113 complete genome","NC_022518.1",59.818
"422","NALM6","Human endogenous retrovirus K113 complete genome","NC_022518.1",84.734
"423","G130","Human endogenous retrovirus K113 complete genome","NC_022518.1",70.661
"424","FU97","Human endogenous retrovirus K113 complete genome","NC_022518.1",37.943
"425","KMS11","Human endogenous retrovirus K113 complete genome","NC_022518.1",26.89
"426","NCIH1666","Human endogenous retrovirus K113 complete genome","NC_022518.1",76.573
"427","BCPAP","Human endogenous retrovirus K113 complete genome","NC_022518.1",69.996
"428","HCC461","Human endogenous retrovirus K113 complete genome","NC_022518.1",66.227
"429","VMRCLCD","Human endogenous retrovirus K113 complete genome","NC_022518.1",42.346
"430","ATRFLOX","Human endogenous retrovirus K113 complete genome","NC_022518.1",37.067
"431","KP4","Human endogenous retrovirus K113 complete genome","NC_022518.1",34.09
"432","EN","Human endogenous retrovirus K113 complete genome","NC_022518.1",54.592
"433","UACC62","Human endogenous retrovirus K113 complete genome","NC_022518.1",43.518
"434","CAS1","Human endogenous retrovirus K113 complete genome","NC_022518.1",78.463
"435","COLO853","Human endogenous retrovirus K113 complete genome","NC_022518.1",92.673
"436","NCIH2461","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.604
"437","JHH5","Human endogenous retrovirus K113 complete genome","NC_022518.1",64.242
"438","KMRC20","Human endogenous retrovirus K113 complete genome","NC_022518.1",66.67
"439","HS834T","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.066
"440","HPAFII","Human endogenous retrovirus K113 complete genome","NC_022518.1",65.182
"441","WM115","Human endogenous retrovirus K113 complete genome","NC_022518.1",55.68
"442","MESSA","Human endogenous retrovirus K113 complete genome","NC_022518.1",56.345
"443","ACHN","Human endogenous retrovirus K113 complete genome","NC_022518.1",80.416
"444","HEC6","Human endogenous retrovirus K113 complete genome","NC_022518.1",71.748
"445","CAL54","Human endogenous retrovirus K113 complete genome","NC_022518.1",94.457
"446","624MEL","Human endogenous retrovirus K113 complete genome","NC_022518.1",66.364
"447","A704","Human endogenous retrovirus K113 complete genome","NC_022518.1",87.933
"448","HUT78","Human endogenous retrovirus K113 complete genome","NC_022518.1",73.564
"449","KMS20","Human endogenous retrovirus K113 complete genome","NC_022518.1",28.051
"450","NCIH2122","Human endogenous retrovirus K113 complete genome","NC_022518.1",56.588
"451","HLF","Human endogenous retrovirus K113 complete genome","NC_022518.1",61.423
"452","TUHR4TKB","Human endogenous retrovirus K113 complete genome","NC_022518.1",63.693
"453","MFE319","Human endogenous retrovirus K113 complete genome","NC_022518.1",26.573
"454","T24","Human endogenous retrovirus K113 complete genome","NC_022518.1",51.299
"455","CFPAC1","Human endogenous retrovirus K113 complete genome","NC_022518.1",97.931
"456","JHUEM7","Human endogenous retrovirus K113 complete genome","NC_022518.1",78.516
"457","RCC10RGB","Human endogenous retrovirus K113 complete genome","NC_022518.1",56.44
"458","A427","Human endogenous retrovirus K113 complete genome","NC_022518.1",29.835
"459","SU8686","Human endogenous retrovirus K113 complete genome","NC_022518.1",92.61
"460","SKMEL30","Human endogenous retrovirus K113 complete genome","NC_022518.1",86.666
"461","KYO1","Human endogenous retrovirus K113 complete genome","NC_022518.1",47.245
"462","HOS","Human endogenous retrovirus K113 complete genome","NC_022518.1",35.874
"463","SUDHL1","Human endogenous retrovirus K113 complete genome","NC_022518.1",79.592
"464","HCC1195","Human endogenous retrovirus K113 complete genome","NC_022518.1",74.81
"465","KMRC3","Human endogenous retrovirus K113 complete genome","NC_022518.1",81.567
"466","OVCAR5","Human endogenous retrovirus K113 complete genome","NC_022518.1",40.593
"467","SHP77","Human endogenous retrovirus K113 complete genome","NC_022518.1",76.562
"468","HCC1500","Human endogenous retrovirus K113 complete genome","NC_022518.1",66.396
"469","PSN1","Human endogenous retrovirus K113 complete genome","NC_022518.1",47.783
"470","MELHO","Human endogenous retrovirus K113 complete genome","NC_022518.1",91.058
"471","NCIH508","Human endogenous retrovirus K113 complete genome","NC_022518.1",50.94
"472","143B","Human endogenous retrovirus K113 complete genome","NC_022518.1",45.83
"473","OCIAML2","Human endogenous retrovirus K113 complete genome","NC_022518.1",84.312
"474","MELJUSO","Human endogenous retrovirus K113 complete genome","NC_022518.1",26.573
"475","SKMEL1","Human endogenous retrovirus K113 complete genome","NC_022518.1",16.913
"476","LN229","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.668
"477","MALME3M","Human endogenous retrovirus K113 complete genome","NC_022518.1",48.765
"478","HS737T","Human endogenous retrovirus K113 complete genome","NC_022518.1",26.351
"479","KYSE270","Human endogenous retrovirus K113 complete genome","NC_022518.1",48.015
"480","NCIH2198","Human endogenous retrovirus K113 complete genome","NC_022518.1",62.014
"481","TE8","Human endogenous retrovirus K113 complete genome","NC_022518.1",67.589
"482","BEN","Human endogenous retrovirus K113 complete genome","NC_022518.1",56.947
"483","G121","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.594
"484","U266B1","Human endogenous retrovirus K113 complete genome","NC_022518.1",34.66
"485","A673","Human endogenous retrovirus K113 complete genome","NC_022518.1",69.827
"486","HCC1359","Human endogenous retrovirus K113 complete genome","NC_022518.1",78.97
"487","NCIN87","Human endogenous retrovirus K113 complete genome","NC_022518.1",78.188
"488","PL45","Human endogenous retrovirus K113 complete genome","NC_022518.1",21.812
"489","YAPC","Human endogenous retrovirus K113 complete genome","NC_022518.1",30.68
"490","G61","Human endogenous retrovirus K113 complete genome","NC_022518.1",75.137
"491","AN3CA","Human endogenous retrovirus K113 complete genome","NC_022518.1",46.938
"492","COLO320DM","Human endogenous retrovirus K113 complete genome","NC_022518.1",27.618
"493","SNU1040","Human endogenous retrovirus K113 complete genome","NC_022518.1",88.872
"494","NCIH510A","Human endogenous retrovirus K113 complete genome","NC_022518.1",40.351
"495","UO31","Human endogenous retrovirus K113 complete genome","NC_022518.1",47.16
"496","RH18","Human endogenous retrovirus K113 complete genome","NC_022518.1",87.13
"497","MKN7","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.361
"498","TE1","Human endogenous retrovirus K113 complete genome","NC_022518.1",58.583
"499","KMS12PE","Human endogenous retrovirus K113 complete genome","NC_022518.1",48.997
"500","WSUDLCL2","Human endogenous retrovirus K113 complete genome","NC_022518.1",11.845
"501","G84","Human endogenous retrovirus K113 complete genome","NC_022518.1",53.716
"502","HCC1171","Human endogenous retrovirus K113 complete genome","NC_022518.1",96.41
"503","HCC1806","Human endogenous retrovirus K113 complete genome","NC_022518.1",77.28
"504","RS411","Human endogenous retrovirus K113 complete genome","NC_022518.1",26.9
"505","928MEL","Human endogenous retrovirus K113 complete genome","NC_022518.1",53.315
"506","MDAMB134VI","Human endogenous retrovirus K113 complete genome","NC_022518.1",45.386
"507","MEWO","Human endogenous retrovirus K113 complete genome","NC_022518.1",77.513
"508","OE33","Human endogenous retrovirus K113 complete genome","NC_022518.1",51.7
"509","HT1376","Human endogenous retrovirus K113 complete genome","NC_022518.1",77.375
"510","MHHPREB1","Human endogenous retrovirus K113 complete genome","NC_022518.1",24.208
"511","SCC4","Human endogenous retrovirus K113 complete genome","NC_022518.1",72.266
"512","SNU81","Human endogenous retrovirus K113 complete genome","NC_022518.1",48.659
"513","KYSE510","Human endogenous retrovirus K113 complete genome","NC_022518.1",50.179
"514","U87MG","Human endogenous retrovirus K113 complete genome","NC_022518.1",76.489
"515","TUHR14TKB","Human endogenous retrovirus K113 complete genome","NC_022518.1",95.703
"516","BICR78","Human endogenous retrovirus K113 complete genome","NC_022518.1",53.083
"517","ECC10","Human endogenous retrovirus K113 complete genome","NC_022518.1",42.546
"518","OVMANA","Human endogenous retrovirus K113 complete genome","NC_022518.1",100
"519","ME180","Human endogenous retrovirus K113 complete genome","NC_022518.1",66.058
"520","NCIH322","Human endogenous retrovirus K113 complete genome","NC_022518.1",79.318
"521","HCC1576","Human endogenous retrovirus K113 complete genome","NC_022518.1",60.821
